offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O51068,A10753,1,73,78,Installment,78,3,19,SMS,2026-01-09,2026-01-23,14,0.62,Yes,Agent_Discretion,Accepted,"[78, 73, 68]"
O51069,A10754,1,38,38,Lump-Sum,38,0,17,SMS,2026-02-11,2026-02-28,17,0.85,No,NONE,No Response,"[43, 38, 33]"
O51070,A10755,1,67,67,Installment,67,9,18,Email,2026-02-27,2026-03-10,11,0.61,No,NONE,Accepted,"[72, 67, 62]"
O51071,A10755,2,73,73,Installment,73,3,11,Email,2026-03-24,2026-04-13,20,0.59,No,NONE,Accepted,"[78, 73, 68]"
O51072,A10756,1,57,57,Installment,57,9,8,Call,2026-03-02,2026-03-05,3,0.76,No,NONE,Rejected,"[62, 57, 52]"
O51073,A10757,1,57,57,Installment,57,3,13,Email,2026-03-31,2026-04-20,20,0.58,No,NONE,Accepted,"[62, 57, 52]"
O51074,A10758,1,64,64,Installment,64,6,10,Email,2026-03-22,2026-04-02,11,0.86,No,NONE,Accepted,"[69, 64, 59]"
O51075,A10758,2,60,60,Installment,60,3,11,Call,2026-01-06,2026-01-10,4,0.78,No,NONE,No Response,"[65, 60, 55]"
O51076,A10759,1,26,31,Lump-Sum,31,0,21,SMS,2026-03-06,2026-03-25,19,0.81,Yes,Agent_Discretion,Rejected,"[31, 26, 21]"
O51077,A10759,2,21,21,Lump-Sum,21,0,14,Email,2026-01-27,2026-01-29,2,0.73,No,NONE,Accepted,"[26, 21, 16]"
O51078,A10760,1,76,76,Installment,76,3,16,Email,2026-01-31,2026-02-11,11,0.88,No,NONE,Rejected,"[81, 76, 71]"
O51079,A10760,2,83,83,Installment,83,9,11,Call,2026-01-09,2026-01-24,15,0.68,No,NONE,Accepted,"[88, 83, 78]"
O51080,A10761,1,49,49,Installment,49,3,17,Call,2026-02-11,2026-02-23,12,0.71,No,NONE,Accepted,"[54, 49, 44]"
O51081,A10761,2,51,51,Installment,51,6,18,SMS,2026-01-18,2026-01-29,11,0.67,No,NONE,No Response,"[56, 51, 46]"
O51082,A10762,1,39,39,Lump-Sum,39,0,16,Email,2026-01-08,2026-01-18,10,0.68,No,NONE,Accepted,"[44, 39, 34]"
O51083,A10762,2,34,34,Lump-Sum,34,0,15,Email,2026-02-27,2026-03-02,3,0.79,No,NONE,Accepted,"[39, 34, 29]"
O51084,A10763,1,77,77,Installment,77,3,15,Call,2026-01-11,2026-01-31,20,0.62,No,NONE,Accepted,"[82, 77, 72]"
O51085,A10763,2,84,84,Installment,84,3,16,SMS,2026-03-03,2026-03-23,20,0.64,No,NONE,Rejected,"[89, 84, 79]"
O51086,A10764,1,58,58,Installment,58,6,14,Email,2026-01-14,2026-01-14,0,0.59,No,NONE,Rejected,"[63, 58, 53]"
O51087,A10765,1,53,53,Installment,53,3,15,SMS,2026-01-15,2026-01-17,2,0.89,No,NONE,No Response,"[58, 53, 48]"
O51088,A10766,1,58,58,Installment,58,9,18,Email,2026-02-22,2026-02-28,6,0.65,No,NONE,Accepted,"[63, 58, 53]"
O51089,A10767,1,62,67,Installment,67,9,20,Call,2026-01-20,2026-02-01,12,0.58,Yes,Agent_Discretion,Rejected,"[67, 62, 57]"
O51090,A10768,1,59,59,Installment,59,3,15,Email,2026-02-14,2026-02-26,12,0.66,No,NONE,Accepted,"[64, 59, 54]"
O51091,A10768,2,49,54,Installment,54,3,15,SMS,2026-03-19,2026-03-30,11,0.71,Yes,Agent_Discretion,No Response,"[54, 49, 44]"
O51092,A10769,1,64,64,Installment,64,3,14,SMS,2026-03-29,2026-04-18,20,0.66,No,NONE,Accepted,"[69, 64, 59]"
O51093,A10770,1,80,80,Installment,80,3,8,SMS,2026-02-28,2026-03-05,5,0.68,No,NONE,No Response,"[85, 80, 75]"
O51094,A10771,1,63,63,Installment,63,6,14,SMS,2026-02-25,2026-03-03,6,0.6,No,NONE,Accepted,"[68, 63, 58]"
O51095,A10771,2,62,62,Installment,62,3,10,Call,2026-01-15,2026-01-19,4,0.83,No,NONE,Rejected,"[67, 62, 57]"
O51096,A10772,1,74,79,Installment,79,3,12,SMS,2026-03-14,2026-03-17,3,0.87,Yes,Agent_Discretion,Accepted,"[79, 74, 69]"
O51097,A10773,1,28,28,Lump-Sum,28,0,19,SMS,2026-02-11,2026-02-25,14,0.65,No,NONE,No Response,"[33, 28, 23]"
O51098,A10774,1,65,65,Installment,65,6,15,Email,2026-03-10,2026-03-15,5,0.76,No,NONE,Accepted,"[70, 65, 60]"
O51099,A10774,2,80,80,Installment,80,3,19,Email,2026-02-15,2026-02-26,11,0.89,No,NONE,Accepted,"[85, 80, 75]"
O51100,A10775,1,79,79,Installment,79,6,11,Email,2026-03-21,2026-04-04,14,0.64,No,NONE,Rejected,"[84, 79, 74]"
O51101,A10776,1,53,53,Installment,53,9,14,SMS,2026-02-21,2026-03-03,10,0.87,No,NONE,No Response,"[58, 53, 48]"
O51102,A10777,1,53,53,Installment,53,9,9,Call,2026-02-10,2026-02-13,3,0.85,No,NONE,Accepted,"[58, 53, 48]"
O51103,A10778,1,62,62,Installment,62,6,9,Email,2026-01-09,2026-01-28,19,0.66,No,NONE,Accepted,"[67, 62, 57]"
O51104,A10778,2,61,61,Installment,61,3,16,SMS,2026-02-24,2026-02-25,1,0.74,No,NONE,Accepted,"[66, 61, 56]"
O51105,A10779,1,25,25,Lump-Sum,25,0,18,SMS,2026-01-31,2026-02-12,12,0.74,No,NONE,Accepted,"[30, 25, 20]"
O51106,A10780,1,65,65,Installment,65,9,17,Email,2026-01-26,2026-02-15,20,0.84,No,NONE,No Response,"[70, 65, 60]"
O51107,A10781,1,79,84,Installment,84,3,14,SMS,2026-02-25,2026-03-06,9,0.7,Yes,Agent_Discretion,Rejected,"[84, 79, 74]"
O51108,A10782,1,78,78,Installment,78,6,12,SMS,2026-01-12,2026-01-26,14,0.9,No,NONE,Accepted,"[83, 78, 73]"
O51109,A10782,2,67,67,Installment,67,3,16,Call,2026-02-21,2026-02-22,1,0.65,No,NONE,Rejected,"[72, 67, 62]"
O51110,A10783,1,65,65,Installment,65,9,10,Call,2026-02-04,2026-02-14,10,0.73,No,NONE,No Response,"[70, 65, 60]"
O51111,A10783,2,77,77,Installment,77,3,16,SMS,2026-01-04,2026-01-16,12,0.71,No,NONE,Accepted,"[82, 77, 72]"
O51112,A10784,1,76,76,Installment,76,6,19,Call,2026-02-13,2026-03-03,18,0.59,No,NONE,Accepted,"[81, 76, 71]"
O51113,A10785,1,84,84,Installment,84,3,9,Email,2026-01-16,2026-01-25,9,0.89,No,NONE,Accepted,"[89, 84, 79]"
O51114,A10786,1,63,63,Installment,63,6,20,Email,2026-01-10,2026-01-12,2,0.78,No,NONE,Accepted,"[68, 63, 58]"
O51115,A10786,2,63,63,Installment,63,9,9,Email,2026-01-10,2026-01-24,14,0.57,No,NONE,Accepted,"[68, 63, 58]"
O51116,A10787,1,81,81,Installment,81,3,20,Email,2026-03-28,2026-04-16,19,0.61,No,NONE,Rejected,"[86, 81, 76]"
O51117,A10788,1,63,63,Installment,63,9,9,SMS,2026-03-27,2026-03-31,4,0.7,No,NONE,Rejected,"[68, 63, 58]"
O51118,A10789,1,74,79,Installment,79,9,19,Email,2026-03-31,2026-04-02,2,0.71,Yes,Agent_Discretion,Accepted,"[79, 74, 69]"
O51119,A10790,1,70,70,Installment,70,3,20,Email,2026-03-27,2026-04-07,11,0.85,No,NONE,Rejected,"[75, 70, 65]"
O51120,A10790,2,75,75,Installment,75,6,12,Email,2026-03-01,2026-03-02,1,0.86,No,NONE,Rejected,"[80, 75, 70]"
O51121,A10791,1,49,49,Installment,49,3,9,Email,2026-02-05,2026-02-21,16,0.8,No,NONE,No Response,"[54, 49, 44]"
O51122,A10792,1,63,63,Installment,63,3,18,Call,2026-01-24,2026-02-03,10,0.64,No,NONE,Accepted,"[68, 63, 58]"
O51123,A10792,2,52,52,Installment,52,3,18,SMS,2026-03-19,2026-03-20,1,0.76,No,NONE,Rejected,"[57, 52, 47]"
O51124,A10793,1,34,39,Lump-Sum,39,0,11,Email,2026-03-17,2026-04-05,19,0.72,Yes,Agent_Discretion,No Response,"[39, 34, 29]"
O51125,A10794,1,76,76,Installment,76,9,13,Call,2026-03-22,2026-04-04,13,0.62,No,NONE,Accepted,"[81, 76, 71]"
O51126,A10794,2,80,80,Installment,80,6,18,Call,2026-01-21,2026-02-09,19,0.57,No,NONE,Accepted,"[85, 80, 75]"
O51127,A10795,1,53,53,Installment,53,9,13,Call,2026-03-26,2026-04-01,6,0.69,No,NONE,No Response,"[58, 53, 48]"
O51128,A10796,1,69,69,Installment,69,9,17,Call,2026-01-14,2026-01-25,11,0.85,No,NONE,Accepted,"[74, 69, 64]"
O51129,A10797,1,38,38,Lump-Sum,38,0,17,Email,2026-01-23,2026-02-12,20,0.61,No,NONE,Accepted,"[43, 38, 33]"
O51130,A10797,2,24,24,Lump-Sum,24,0,17,Call,2026-02-01,2026-02-06,5,0.73,No,NONE,Accepted,"[29, 24, 19]"
O51131,A10798,1,83,83,Installment,83,9,9,Call,2026-01-06,2026-01-17,11,0.79,No,NONE,Rejected,"[88, 83, 78]"
O51132,A10799,1,24,24,Lump-Sum,24,0,20,Email,2026-02-03,2026-02-18,15,0.69,No,NONE,Rejected,"[29, 24, 19]"
O51133,A10800,1,65,65,Installment,65,9,11,Email,2026-01-20,2026-02-09,20,0.75,No,NONE,Accepted,"[70, 65, 60]"
O51134,A10801,1,70,70,Installment,70,6,18,SMS,2026-03-28,2026-04-02,5,0.74,No,NONE,Rejected,"[75, 70, 65]"
O51135,A10802,1,83,83,Installment,83,6,9,Email,2026-01-27,2026-02-01,5,0.78,No,NONE,Accepted,"[88, 83, 78]"
O51136,A10803,1,52,52,Installment,52,3,9,Call,2026-02-18,2026-02-26,8,0.55,No,NONE,Accepted,"[57, 52, 47]"
O51137,A10804,1,49,49,Installment,49,6,12,SMS,2026-01-18,2026-02-07,20,0.71,No,NONE,Accepted,"[54, 49, 44]"
O51138,A10805,1,76,76,Installment,76,9,19,Call,2026-01-08,2026-01-12,4,0.77,No,NONE,Accepted,"[81, 76, 71]"
O51139,A10805,2,72,72,Installment,72,6,12,Email,2026-02-15,2026-02-25,10,0.62,No,NONE,Accepted,"[77, 72, 67]"
O51140,A10806,1,62,62,Installment,62,9,9,SMS,2026-03-18,2026-03-29,11,0.87,No,NONE,Rejected,"[67, 62, 57]"
O51141,A10806,2,55,60,Installment,60,6,8,SMS,2026-02-16,2026-02-28,12,0.71,Yes,Agent_Discretion,Accepted,"[60, 55, 50]"
O51142,A10807,1,80,80,Installment,80,3,11,Call,2026-01-06,2026-01-17,11,0.84,No,NONE,No Response,"[85, 80, 75]"
O51143,A10808,1,71,71,Installment,71,6,8,Email,2026-03-04,2026-03-12,8,0.73,No,NONE,Accepted,"[76, 71, 66]"
O51144,A10809,1,48,48,Installment,48,6,20,SMS,2026-02-17,2026-03-02,13,0.6,No,NONE,Accepted,"[53, 48, 43]"
O51145,A10810,1,58,58,Installment,58,3,20,Email,2026-03-22,2026-04-02,11,0.59,No,NONE,No Response,"[63, 58, 53]"
O51146,A10811,1,80,80,Installment,80,6,14,Call,2026-02-12,2026-02-28,16,0.61,No,NONE,Accepted,"[85, 80, 75]"
O51147,A10811,2,75,75,Installment,75,6,21,SMS,2026-01-06,2026-01-11,5,0.79,No,NONE,Accepted,"[80, 75, 70]"
O51148,A10812,1,68,68,Installment,68,3,14,Email,2026-02-15,2026-02-22,7,0.82,No,NONE,No Response,"[73, 68, 63]"
O51149,A10812,2,84,84,Installment,84,9,13,SMS,2026-03-03,2026-03-04,1,0.86,No,NONE,Accepted,"[89, 84, 79]"
O51150,A10813,1,82,82,Installment,82,9,17,SMS,2026-01-15,2026-01-23,8,0.74,No,NONE,Rejected,"[87, 82, 77]"
O51151,A10814,1,60,60,Installment,60,3,8,Call,2026-03-28,2026-04-13,16,0.58,No,NONE,Accepted,"[65, 60, 55]"
O51152,A10815,1,68,68,Installment,68,3,18,SMS,2026-03-18,2026-03-24,6,0.78,No,NONE,Rejected,"[73, 68, 63]"
O51153,A10816,1,56,56,Installment,56,6,12,SMS,2026-03-19,2026-04-06,18,0.71,No,NONE,Rejected,"[61, 56, 51]"
O51154,A10817,1,68,68,Installment,68,3,12,SMS,2026-01-16,2026-01-27,11,0.89,No,NONE,Accepted,"[73, 68, 63]"
O51155,A10817,2,69,74,Installment,74,3,9,Call,2026-03-17,2026-04-02,16,0.67,Yes,Agent_Discretion,Accepted,"[74, 69, 64]"
O51156,A10818,1,69,69,Installment,69,3,10,SMS,2026-03-19,2026-04-04,16,0.87,No,NONE,Accepted,"[74, 69, 64]"
O51157,A10819,1,70,70,Installment,70,9,10,Email,2026-01-23,2026-02-01,9,0.59,No,NONE,Accepted,"[75, 70, 65]"
O51158,A10819,2,83,83,Installment,83,6,21,Email,2026-02-26,2026-02-27,1,0.59,No,NONE,Accepted,"[88, 83, 78]"
O51159,A10820,1,63,63,Installment,63,3,9,Call,2026-01-20,2026-01-29,9,0.85,No,NONE,Rejected,"[68, 63, 58]"
O51160,A10821,1,52,52,Installment,52,3,10,Call,2026-01-18,2026-01-19,1,0.69,No,NONE,Rejected,"[57, 52, 47]"
O51161,A10822,1,46,46,Installment,46,6,13,Call,2026-02-17,2026-02-27,10,0.9,No,NONE,Accepted,"[51, 46, 41]"
O51162,A10822,2,62,62,Installment,62,9,10,Email,2026-01-23,2026-02-05,13,0.88,No,NONE,Rejected,"[67, 62, 57]"
O51163,A10823,1,60,60,Installment,60,6,20,Email,2026-03-11,2026-03-12,1,0.68,No,NONE,No Response,"[65, 60, 55]"
O51164,A10823,2,61,61,Installment,61,6,10,Email,2026-02-06,2026-02-16,10,0.8,No,NONE,Accepted,"[66, 61, 56]"
O51165,A10824,1,65,65,Installment,65,3,9,Email,2026-03-28,2026-04-02,5,0.81,No,NONE,Accepted,"[70, 65, 60]"
O51166,A10825,1,57,57,Installment,57,3,15,Call,2026-03-01,2026-03-19,18,0.59,No,NONE,Rejected,"[62, 57, 52]"
O51167,A10826,1,64,64,Installment,64,6,15,Call,2026-01-23,2026-01-26,3,0.83,No,NONE,Accepted,"[69, 64, 59]"
O51168,A10826,2,54,54,Installment,54,3,20,SMS,2026-03-21,2026-03-22,1,0.7,No,NONE,Accepted,"[59, 54, 49]"
O51169,A10827,1,82,82,Installment,82,3,18,Call,2026-02-16,2026-02-18,2,0.69,No,NONE,Rejected,"[87, 82, 77]"
O51170,A10828,1,59,59,Installment,59,3,13,SMS,2026-02-08,2026-02-20,12,0.8,No,NONE,Rejected,"[64, 59, 54]"
O51171,A10829,1,64,64,Installment,64,9,21,Call,2026-03-09,2026-03-13,4,0.82,No,NONE,Rejected,"[69, 64, 59]"
O51172,A10829,2,62,62,Installment,62,6,17,Call,2026-01-27,2026-02-13,17,0.89,No,NONE,Accepted,"[67, 62, 57]"
O51173,A10830,1,67,67,Installment,67,3,20,Call,2026-03-03,2026-03-11,8,0.74,No,NONE,Accepted,"[72, 67, 62]"
O51174,A10830,2,76,76,Installment,76,3,19,Email,2026-01-20,2026-01-20,0,0.78,No,NONE,Accepted,"[81, 76, 71]"
O51175,A10831,1,49,49,Installment,49,6,10,Call,2026-03-11,2026-03-28,17,0.68,No,NONE,No Response,"[54, 49, 44]"
O51176,A10832,1,61,61,Installment,61,3,12,Email,2026-03-13,2026-03-13,0,0.7,No,NONE,Accepted,"[66, 61, 56]"
O51177,A10832,2,55,55,Installment,55,3,17,Email,2026-01-20,2026-01-22,2,0.83,No,NONE,Rejected,"[60, 55, 50]"
O51178,A10833,1,45,45,Installment,45,6,16,Call,2026-01-26,2026-02-11,16,0.9,No,NONE,Accepted,"[50, 45, 40]"
O51179,A10834,1,65,65,Installment,65,9,11,Call,2026-02-16,2026-02-19,3,0.83,No,NONE,Rejected,"[70, 65, 60]"
O51180,A10835,1,76,76,Installment,76,6,8,Call,2026-02-17,2026-02-19,2,0.88,No,NONE,Accepted,"[81, 76, 71]"
O51181,A10836,1,60,60,Installment,60,9,19,Call,2026-03-08,2026-03-26,18,0.87,No,NONE,No Response,"[65, 60, 55]"
O51182,A10837,1,47,47,Installment,47,6,15,Email,2026-03-16,2026-03-31,15,0.87,No,NONE,Rejected,"[52, 47, 42]"
O51183,A10838,1,29,29,Lump-Sum,29,0,15,Call,2026-02-02,2026-02-14,12,0.71,No,NONE,Accepted,"[34, 29, 24]"
O51184,A10839,1,56,56,Installment,56,9,10,Email,2026-01-25,2026-02-03,9,0.71,No,NONE,Rejected,"[61, 56, 51]"
O51185,A10840,1,70,70,Installment,70,6,20,Call,2026-01-27,2026-02-16,20,0.79,No,NONE,Rejected,"[75, 70, 65]"
O51186,A10841,1,62,62,Installment,62,6,16,Email,2026-02-06,2026-02-26,20,0.56,No,NONE,Rejected,"[67, 62, 57]"
O51187,A10842,1,59,59,Installment,59,6,10,Email,2026-03-31,2026-04-19,19,0.82,No,NONE,Accepted,"[64, 59, 54]"
O51188,A10843,1,59,59,Installment,59,3,10,Email,2026-01-10,2026-01-24,14,0.75,No,NONE,No Response,"[64, 59, 54]"
O51189,A10844,1,62,62,Installment,62,9,14,Call,2026-03-10,2026-03-16,6,0.8,No,NONE,Accepted,"[67, 62, 57]"
O51190,A10845,1,61,66,Installment,66,3,11,Call,2026-03-11,2026-03-26,15,0.84,Yes,Agent_Discretion,Rejected,"[66, 61, 56]"
O51191,A10846,1,53,53,Installment,53,6,11,Call,2026-03-19,2026-03-22,3,0.73,No,NONE,Accepted,"[58, 53, 48]"
O51192,A10846,2,62,62,Installment,62,6,16,SMS,2026-03-21,2026-04-04,14,0.86,No,NONE,Rejected,"[67, 62, 57]"
O51193,A10847,1,48,53,Installment,53,9,18,SMS,2026-02-02,2026-02-22,20,0.61,Yes,Agent_Discretion,Rejected,"[53, 48, 43]"
O51194,A10847,2,46,46,Installment,46,9,11,SMS,2026-01-17,2026-01-23,6,0.67,No,NONE,Rejected,"[51, 46, 41]"
O51195,A10848,1,84,84,Installment,84,9,20,Email,2026-02-25,2026-03-13,16,0.64,No,NONE,Rejected,"[89, 84, 79]"
O51196,A10849,1,49,49,Installment,49,6,10,Email,2026-03-22,2026-04-06,15,0.61,No,NONE,No Response,"[54, 49, 44]"
O51197,A10850,1,79,79,Installment,79,3,20,SMS,2026-02-12,2026-02-16,4,0.76,No,NONE,Rejected,"[84, 79, 74]"
O51198,A10851,1,43,43,Lump-Sum,43,0,15,Email,2026-03-30,2026-04-07,8,0.57,No,NONE,No Response,"[48, 43, 38]"
O51199,A10852,1,45,45,Installment,45,9,17,Email,2026-01-16,2026-02-03,18,0.84,No,NONE,Accepted,"[50, 45, 40]"
O51200,A10852,2,53,53,Installment,53,6,8,Call,2026-01-22,2026-01-29,7,0.73,No,NONE,Rejected,"[58, 53, 48]"
O51201,A10853,1,63,63,Installment,63,3,17,Email,2026-03-07,2026-03-20,13,0.62,No,NONE,Accepted,"[68, 63, 58]"
O51202,A10854,1,52,52,Installment,52,9,21,Email,2026-01-12,2026-01-22,10,0.86,No,NONE,Accepted,"[57, 52, 47]"
O51203,A10854,2,61,61,Installment,61,3,14,Call,2026-01-09,2026-01-15,6,0.57,No,NONE,No Response,"[66, 61, 56]"
O51204,A10855,1,57,57,Installment,57,3,21,SMS,2026-03-12,2026-04-01,20,0.8,No,NONE,Accepted,"[62, 57, 52]"
O51205,A10855,2,51,56,Installment,56,9,10,Call,2026-01-27,2026-02-12,16,0.61,Yes,Agent_Discretion,Rejected,"[56, 51, 46]"
O51206,A10856,1,54,59,Installment,59,3,14,Call,2026-01-21,2026-01-24,3,0.58,Yes,Agent_Discretion,Rejected,"[59, 54, 49]"
O51207,A10857,1,36,41,Lump-Sum,41,0,20,SMS,2026-01-29,2026-02-13,15,0.76,Yes,Agent_Discretion,Accepted,"[41, 36, 31]"
O51208,A10858,1,57,62,Installment,62,6,8,SMS,2026-02-25,2026-03-03,6,0.88,Yes,Agent_Discretion,Rejected,"[62, 57, 52]"
O51209,A10859,1,80,80,Installment,80,6,19,Email,2026-02-03,2026-02-07,4,0.67,No,NONE,Rejected,"[85, 80, 75]"
O51210,A10860,1,60,60,Installment,60,6,13,Call,2026-02-06,2026-02-25,19,0.69,No,NONE,Rejected,"[65, 60, 55]"
O51211,A10860,2,60,60,Installment,60,9,19,SMS,2026-03-25,2026-04-06,12,0.75,No,NONE,Accepted,"[65, 60, 55]"
O51212,A10861,1,44,44,Lump-Sum,44,0,18,SMS,2026-02-09,2026-02-24,15,0.64,No,NONE,Accepted,"[49, 44, 39]"
O51213,A10862,1,81,81,Installment,81,3,11,Call,2026-03-31,2026-04-20,20,0.83,No,NONE,No Response,"[86, 81, 76]"
O51214,A10862,2,83,83,Installment,83,9,13,SMS,2026-03-10,2026-03-22,12,0.79,No,NONE,No Response,"[88, 83, 78]"
O51215,A10863,1,50,50,Installment,50,9,10,SMS,2026-01-05,2026-01-20,15,0.65,No,NONE,Accepted,"[55, 50, 45]"
O51216,A10864,1,54,59,Installment,59,6,14,Email,2026-02-17,2026-02-19,2,0.55,Yes,Agent_Discretion,Accepted,"[59, 54, 49]"
O51217,A10865,1,52,52,Installment,52,3,20,Call,2026-01-20,2026-02-03,14,0.84,No,NONE,Rejected,"[57, 52, 47]"
O51218,A10866,1,25,25,Lump-Sum,25,0,15,SMS,2026-02-08,2026-02-28,20,0.58,No,NONE,No Response,"[30, 25, 20]"
O51219,A10867,1,61,61,Installment,61,9,21,Call,2026-02-07,2026-02-21,14,0.56,No,NONE,Rejected,"[66, 61, 56]"
O51220,A10867,2,56,56,Installment,56,9,9,Email,2026-03-18,2026-04-02,15,0.84,No,NONE,Accepted,"[61, 56, 51]"
O51221,A10868,1,60,60,Installment,60,6,20,Email,2026-03-03,2026-03-22,19,0.88,No,NONE,Rejected,"[65, 60, 55]"
O51222,A10869,1,57,57,Installment,57,3,16,SMS,2026-01-28,2026-01-29,1,0.81,No,NONE,No Response,"[62, 57, 52]"
O51223,A10870,1,67,67,Installment,67,9,16,Call,2026-02-02,2026-02-20,18,0.82,No,NONE,Accepted,"[72, 67, 62]"
O51224,A10871,1,38,38,Lump-Sum,38,0,21,Call,2026-03-12,2026-03-23,11,0.57,No,NONE,Accepted,"[43, 38, 33]"
O51225,A10872,1,54,54,Installment,54,3,10,Email,2026-01-19,2026-02-02,14,0.81,No,NONE,Rejected,"[59, 54, 49]"
O51226,A10873,1,65,70,Installment,70,3,17,Email,2026-01-05,2026-01-22,17,0.84,Yes,Agent_Discretion,Rejected,"[70, 65, 60]"
O51227,A10873,2,76,76,Installment,76,6,8,Call,2026-03-03,2026-03-14,11,0.86,No,NONE,Accepted,"[81, 76, 71]"
O51228,A10874,1,82,82,Installment,82,3,19,Call,2026-02-24,2026-02-25,1,0.67,No,NONE,Rejected,"[87, 82, 77]"
O51229,A10874,2,81,81,Installment,81,6,10,SMS,2026-02-27,2026-03-19,20,0.55,No,NONE,Accepted,"[86, 81, 76]"
O51230,A10875,1,68,68,Installment,68,6,9,Call,2026-02-09,2026-02-21,12,0.81,No,NONE,Accepted,"[73, 68, 63]"
O51231,A10876,1,78,78,Installment,78,9,20,SMS,2026-01-21,2026-01-30,9,0.73,No,NONE,Rejected,"[83, 78, 73]"
O51232,A10877,1,51,51,Installment,51,6,11,Email,2026-01-05,2026-01-19,14,0.64,No,NONE,Accepted,"[56, 51, 46]"
O51233,A10878,1,77,77,Installment,77,9,8,Call,2026-01-28,2026-02-07,10,0.85,No,NONE,Rejected,"[82, 77, 72]"
O51234,A10878,2,70,70,Installment,70,3,21,Email,2026-01-24,2026-01-30,6,0.71,No,NONE,No Response,"[75, 70, 65]"
O51235,A10879,1,67,67,Installment,67,9,11,SMS,2026-02-17,2026-03-05,16,0.88,No,NONE,Rejected,"[72, 67, 62]"
O51236,A10880,1,46,46,Installment,46,9,12,Email,2026-03-28,2026-04-06,9,0.87,No,NONE,Rejected,"[51, 46, 41]"
O51237,A10880,2,52,57,Installment,57,6,9,Email,2026-01-24,2026-02-09,16,0.68,Yes,Agent_Discretion,Rejected,"[57, 52, 47]"
O51238,A10881,1,61,61,Installment,61,9,8,Call,2026-02-22,2026-02-26,4,0.72,No,NONE,Rejected,"[66, 61, 56]"
O51239,A10881,2,59,59,Installment,59,6,13,SMS,2026-02-08,2026-02-10,2,0.69,No,NONE,No Response,"[64, 59, 54]"
O51240,A10882,1,81,81,Installment,81,9,8,Call,2026-02-14,2026-02-25,11,0.82,No,NONE,Accepted,"[86, 81, 76]"
O51241,A10883,1,77,77,Installment,77,6,19,Call,2026-03-27,2026-04-16,20,0.76,No,NONE,Accepted,"[82, 77, 72]"
O51242,A10883,2,77,82,Installment,82,3,10,Call,2026-01-14,2026-02-02,19,0.71,Yes,Agent_Discretion,Accepted,"[82, 77, 72]"
O51243,A10884,1,65,65,Installment,65,9,20,Email,2026-02-04,2026-02-17,13,0.85,No,NONE,Accepted,"[70, 65, 60]"
O51244,A10885,1,27,27,Lump-Sum,27,0,8,Email,2026-02-20,2026-03-02,10,0.82,No,NONE,Accepted,"[32, 27, 22]"
O51245,A10886,1,55,55,Installment,55,6,19,SMS,2026-01-14,2026-01-29,15,0.85,No,NONE,Accepted,"[60, 55, 50]"
O51246,A10886,2,58,58,Installment,58,6,15,Call,2026-01-09,2026-01-25,16,0.72,No,NONE,Accepted,"[63, 58, 53]"
O51247,A10887,1,48,53,Installment,53,6,20,SMS,2026-01-25,2026-02-04,10,0.73,Yes,Agent_Discretion,Rejected,"[53, 48, 43]"
O51248,A10888,1,49,49,Installment,49,3,17,Call,2026-03-29,2026-04-05,7,0.6,No,NONE,Accepted,"[54, 49, 44]"
O51249,A10889,1,56,56,Installment,56,6,14,Email,2026-01-06,2026-01-24,18,0.56,No,NONE,Accepted,"[61, 56, 51]"
O51250,A10890,1,27,27,Lump-Sum,27,0,16,SMS,2026-03-17,2026-03-28,11,0.64,No,NONE,Rejected,"[32, 27, 22]"
O51251,A10890,2,41,41,Lump-Sum,41,0,14,SMS,2026-03-18,2026-03-26,8,0.78,No,NONE,Accepted,"[46, 41, 36]"
O51252,A10891,1,67,67,Installment,67,6,21,SMS,2026-03-17,2026-04-04,18,0.57,No,NONE,Rejected,"[72, 67, 62]"
O51253,A10891,2,73,78,Installment,78,9,16,Email,2026-01-09,2026-01-20,11,0.86,Yes,Agent_Discretion,Accepted,"[78, 73, 68]"
O51254,A10892,1,70,70,Installment,70,6,8,Email,2026-02-08,2026-02-10,2,0.64,No,NONE,Accepted,"[75, 70, 65]"
O51255,A10892,2,83,83,Installment,83,6,14,SMS,2026-03-23,2026-03-30,7,0.69,No,NONE,Accepted,"[88, 83, 78]"
O51256,A10893,1,53,53,Installment,53,3,11,SMS,2026-02-19,2026-03-10,19,0.62,No,NONE,Accepted,"[58, 53, 48]"
O51257,A10893,2,61,66,Installment,66,6,20,SMS,2026-03-25,2026-04-06,12,0.73,Yes,Agent_Discretion,Rejected,"[66, 61, 56]"
O51258,A10894,1,49,49,Installment,49,6,16,Call,2026-02-05,2026-02-05,0,0.89,No,NONE,Accepted,"[54, 49, 44]"
O51259,A10894,2,48,48,Installment,48,3,11,Call,2026-01-07,2026-01-16,9,0.74,No,NONE,Accepted,"[53, 48, 43]"
O51260,A10895,1,72,77,Installment,77,3,10,Call,2026-02-06,2026-02-12,6,0.68,Yes,Agent_Discretion,Accepted,"[77, 72, 67]"
O51261,A10895,2,74,74,Installment,74,9,20,Email,2026-01-16,2026-01-30,14,0.72,No,NONE,Accepted,"[79, 74, 69]"
